sc,name,market,industry,trade_date,trade_seq,lookback_obs,close_price,high_price,low_price,volume,range_high,range_low,avg_volume,breakout_price,range_width_pct,breakout_pct,volume_ratio,close_fwd_20,close_fwd_60,close_fwd_120,close_fwd_240,future_max_close_240,future_min_close_60,return_20d,return_60d,return_120d,return_240d,future_max_return_240d,future_min_return_60d,label,label_reason
1438,岐阜造園,名証二部,建設,2019-12-11,424,120,1505,1505,1500,1500,1470,1226,1035.0000000000000000,1505,0.19902120717781402936,0.0238095238095238,1.4492753623188406,1510,1200,1450,1706,1723,1098,0.00332226,-0.20265781,-0.03654485,0.13355482,0.14485050,-0.27043189,non_trend,early_drawdown_breached_failure_threshold
1439,安江工務店,JQS,建設,2019-12-09,445,120,1297,1297,1260,12000,1254,964,2720.0000000000000000,1297,0.30082987551867219917,0.0342902711323764,4.4117647058823529,1274,860,899,1000,1405,832,-0.01773323,-0.33693138,-0.30686199,-0.22898998,0.08326908,-0.35851966,non_trend,early_drawdown_breached_failure_threshold
1439,安江工務店,JQS,建設,2020-09-30,634,120,1146,1146,1100,4300,1086,899,2940.0000000000000000,1146,0.20800889877641824249,0.0552486187845304,1.4625850340136054,1192,978,1041,1092,1239,963,0.04013962,-0.14659686,-0.09162304,-0.04712042,0.08115183,-0.15968586,non_trend,early_drawdown_breached_failure_threshold
1448,スペースバリューホールディングス,東証一部,建設,2020-01-06,304,120,572,573,528,484400,537,434,130840.000000000000,572,0.23732718894009216590,0.0651769087523277,3.7022317334148578,545,307,339,687,690,307,-0.04720280,-0.46328671,-0.40734266,0.20104895,0.20629371,-0.46328671,non_trend,early_drawdown_breached_failure_threshold
1450,田中建設工業,JQS,建設,2019-12-16,233,120,2736,2881,2650,13000,2654,2218,2905.0000000000000000,2736,0.19657348963029756537,0.0308967596081387,4.4750430292598967,2853,2910,3000,2060,5900,2630,0.04276316,0.06359649,0.09649123,-0.24707602,1.15643275,-0.03874269,neutral,advanced_but_not_enough_for_long_trend
1450,田中建設工業,JQS,建設,2020-07-13,367,120,3410,3555,3400,2800,3230,2722,790.0000000000000000,3410,0.18662747979426891991,0.0557275541795666,3.5443037974683544,4580,2460,2390,2384,5900,2400,0.34310850,-0.27859238,-0.29912023,-0.30087977,0.73020528,-0.29618768,non_trend,early_drawdown_breached_failure_threshold
1451,KHC,東証二部,建設,2020-01-07,193,120,855,865,826,68800,830,726,19255.000000000000,855,0.14325068870523415978,0.0301204819277108,3.5730978966502207,908,473,592,525,1000,465,0.06198830,-0.44678363,-0.30760234,-0.38596491,0.16959064,-0.45614035,non_trend,early_drawdown_breached_failure_threshold
1491,中外鉱業,東証二部,非鉄金属,2020-01-07,488,120,24,25,20,9219200,22,19,627910.000000000000,24,0.15789473684210526316,0.0909090909090909,14.6823589367903043,19,14,20,36,60,13,-0.20833333,-0.41666667,-0.16666667,0.50000000,1.50000000,-0.45833333,non_trend,early_drawdown_breached_failure_threshold
1514,住石ホールディングス,東証一部,鉱業,2019-11-25,461,120,152,153,148,934000,147,110,488195.000000000000,152,0.33636363636363636364,0.0340136054421769,1.9131699423386147,155,138,118,121,158,134,0.01973684,-0.09210526,-0.22368421,-0.20394737,0.03947368,-0.11842105,non_trend,early_drawdown_breached_failure_threshold
1515,日鉄鉱業,東証一部,鉱業,2019-12-13,475,120,5100,5100,4770,38400,4785,3810,9025.0000000000000000,5100,0.25590551181102362205,0.0658307210031348,4.2548476454293629,4790,3780,4570,5770,5770,3490,-0.06078431,-0.25882353,-0.10392157,0.13137255,0.13137255,-0.31568627,non_trend,early_drawdown_breached_failure_threshold
