sc,name,market,industry,trade_date,trade_seq,lookback_obs,raw_close_price,adjustment_factor,adjusted_close_price,entry_price,range_high,range_low,range_width_pct,breakout_margin_pct,day_return_pct,gap_pct,body_ratio,upper_wick_ratio,lower_wick_ratio,volume_ratio,is_bullish,prior_return_20d_pct,prior_return_60d_pct,ma_gap_20_pct,ma_gap_60_pct,ma_slope_20_pct,ma_slope_60_pct,atr_20_pct,atr_20_to_range_ratio,return_20d_pct,return_60d_pct,return_120d_pct,return_240d_pct,future_max_return_240d_pct,future_min_return_60d_pct,dataset_split,bullish_count_10,bullish_count_20,bullish_count_60,up_day_count_10,up_day_count_20,up_day_count_60,high_volume_bullish_count_20,high_volume_bullish_count_60,long_upper_wick_count_20,long_upper_wick_count_60,long_lower_wick_count_20,long_lower_wick_count_60,range_high_touch_count_120,higher_high_count_20,higher_low_count_20,label,label_reason,case_id
2480,システム・ロケーション,JQS,サービス,2019-08-05,322,120,1200,1.0000000000,1200.00000000,1200.00000000,1029.00000000,830.00000000,0.23975903614457831325,0.1661807580174927,0.1661807580174927,0.1681243926141885,0.01818181818181818182,0.41818181818181818182,0.56363636363636363636,9.8507462686567164,False,0.3777267508610792,0.3544018058690745,0.2644889357218124,0.3350144626566788,0.0910554150379398,0.0179114055451749,0.03233333333333333333,0.19497487437185929648,0E-20,0.3525000000000000,0.3416666666666667,0.1833333333333333,0.6250000000000000,-0.09916666666666666667,train,2,5,15,6,13,28,0,5,2,7,1,3,1,10,12,trend,future_max_and_confirm_return_cleared_thresholds,2480_2019-08-05
2481,タウンニュース社,JQS,サービス,2020-01-21,494,120,500,1.0000000000,500.00000000,500.00000000,470.00000000,429.00000000,0.09557109557109557110,0.0638297872340426,0.1037527593818985,0.0132450331125828,0.67213114754098360656,0.32786885245901639344,0E-20,82.7544910179640719,True,0.1235955056179775,0.1013215859030837,0.1087703736556159,0.1044842058758560,0.00122113676731793961,-0.00560131795716639209,0.01980000000000000000,0.24146341463414634146,-0.08600000000000000000,-0.23400000000000000000,-0.23800000000000000000,-0.14000000000000000000,0.0460000000000000,-0.29600000000000000000,train,2,7,20,5,11,28,0,1,5,9,3,10,3,10,10,non_trend,early_drawdown_breached_failure_threshold,2481_2020-01-21
2481,タウンニュース社,JQS,サービス,2020-12-28,717,120,443,1.0000000000,443.00000000,443.00000000,420.00000000,316.00000000,0.32911392405063291139,0.0547619047619048,0.0547619047619048,-0.01904761904761904762,0.28440366972477064220,0.52293577981651376147,0.19266055045871559633,34.6857681877137130,True,0.2877906976744186,0.0649038461538462,0.2955110396256763,0.2031504617055948,-0.04403131115459882583,-0.05468549422336328626,0.04390519187358916479,0.18701923076923076923,-0.02257336343115124153,-0.08352144469525959368,-0.00451467268623024831,-0.07674943566591422122,0.1805869074492099,-0.11286681715575620767,train,6,9,25,6,9,23,4,6,0,16,2,6,7,9,9,non_trend,early_drawdown_breached_failure_threshold,2481_2020-12-28
2487,CDG,東証一部,サービス,2020-05-25,579,120,1492,1.0000000000,1492.00000000,1492.00000000,1462.00000000,1177.00000000,0.24214103653355989805,0.0205198358413133,0.0205198358413133,0.0013679890560876,1.00000000000000000000,0E-20,0E-20,3.2482598607888631,True,0.0827285921625544,0.0664760543245175,0.0338137472283814,0.0987958905622860,0.0520100594088275,0.0060756492423962,0.01286863270777479893,0.06736842105263157895,0.0469168900804290,0.1045576407506702,-0.00536193029490616622,0.0656836461126005,0.1910187667560322,0.0046916890080429,train,3,6,30,7,12,30,1,7,1,8,8,14,11,12,13,non_trend,future_max_return_never_reached_half_trend_threshold,2487_2020-05-25
2492,インフォマート,東証一部,サービス,2019-11-12,452,120,1928,0.5000000000,964.00000000,964.00000000,931.50000000,730.50000000,0.27515400410677618070,0.0348899624261943,0.0461204557786218,0.0097666847531199,0.84810126582278481013,0.10126582278481012658,0.05063291139240506329,1.3717706634623637,True,0.2335252719129878,0.2503242542153048,0.1707554044206947,0.1855860287787480,-0.00187890175162131038,0.0274197624462977,0.03630705394190871369,0.17412935323383084577,0.0394190871369295,-0.07261410788381742739,-0.17116182572614107884,0.0394190871369295,0.0705394190871369,-0.11929460580912863071,train,6,10,29,7,11,32,3,5,4,8,1,8,2,12,11,non_trend,early_drawdown_breached_failure_threshold,2492_2019-11-12
2498,ACKグループ,JQS,サービス,2018-09-19,177,120,1997,1.0000000000,1997.00000000,1997.00000000,1949.00000000,1623.00000000,0.20086260012322858903,0.0246280143663417,0.0246280143663417,0.0005130836326321,0.66197183098591549296,0.04225352112676056338,0.29577464788732394366,2.7632850241545894,True,0.1187675070028011,0.1417953116066324,0.0739446087657973,0.1209025594970813,0.0414741381724495,0.0141069548141051,0.02243365047571357036,0.13742331288343558282,0.0931397095643465,0.0746119178768152,-0.00150225338007010516,0.0045067601402103,0.2348522784176264,-0.02904356534802203305,train,6,11,26,5,9,31,1,5,5,15,8,14,2,11,12,non_trend,confirm_horizon_return_non_positive,2498_2018-09-19
2498,オリエンタルコンサルタンツホールディングス,JQS,サービス,2019-11-11,451,120,2227,1.0000000000,2227.00000000,2227.00000000,2143.00000000,1825.00000000,0.17424657534246575342,0.0391973868408773,0.0391973868408773,0.0233317778814746,0.45333333333333333333,0E-20,0.54666666666666666667,2.7874015748031496,True,0.1107231920199501,0.1864677677144379,0.0894237354466295,0.1042427648215791,0.0217679254242371,0.0221568975275166,0.01333632689717108217,0.09339622641509433962,0.3179164795689268,0.3327346205657836,-0.08845981140547822182,-0.15806017063313875168,0.5895823978446340,-0.01347103726986977997,train,3,6,28,5,10,30,2,7,7,20,1,6,1,11,12,non_trend,confirm_horizon_return_non_positive,2498_2019-11-11
2499,日本和装ホールディングス,東証二部,サービス,2019-08-20,397,120,350,1.0000000000,350.00000000,350.00000000,340.00000000,298.00000000,0.14093959731543624161,0.0294117647058824,0.0324483775811209,0.0029498525073746,0.90909090909090909091,0E-20,0.09090909090909090909,2.3342939481268012,True,0.0670731707317073,0.1290322580645161,0.0543756589847869,0.0726873371813863,0.0294619320824934,0.0099045653856074,0.01814285714285714286,0.15119047619047619048,0.0971428571428571,0.2085714285714286,0.0600000000000000,-0.30000000000000000000,0.2885714285714286,-0.02571428571428571429,train,5,9,27,5,10,33,3,4,2,10,7,16,4,11,12,neutral,advanced_but_not_enough_for_long_trend,2499_2019-08-20
2501,サッポロホールディングス,東証一部,食料品,2019-09-13,415,120,2652,0.2000000000,530.40000000,530.40000000,518.40000000,435.00000000,0.19172413793103448276,0.0231481481481481,0.0243337195828505,0.0115874855156431,0.52380952380952380952,0.03174603174603174603,0.44444444444444444444,2.1445795495356831,True,0.0741190765492102,0.1657142857142857,0.0445879943280290,0.0875612573389197,0.0408117249154453,0.0337739968487024,0.01527149321266968326,0.09712230215827338129,0.0539215686274510,0.0312971342383107,-0.36463046757164404223,-0.27337858220211161388,0.0539215686274510,-0.03770739064856711916,train,9,15,37,8,15,36,1,5,1,7,6,13,3,14,15,non_trend,future_max_return_never_reached_half_trend_threshold,2501_2019-09-13
2503,キリンホールディングス,東証一部,食料品,2019-11-08,450,120,2518.5,1.0000000000,2518.50000000,2518.50000000,2402.50000000,2061.00000000,0.16569626394953905871,0.0482830385015609,0.0954762940408873,0.0865593736407134,0.13758389261744966443,0.44630872483221476510,0.41610738255033557047,4.0643374949657672,True,0.1153675819309123,0.1033953997809419,0.0943933254391587,0.1364901249981198,0.0245648012109879,-0.00634476986196949429,0.01970418900138971610,0.14531478770131771596,-0.02521342068691681556,-0.00774270399047051817,-0.17808219178082191781,-0.22612666269604923566,0.0258090133015684,-0.07841969426245781219,train,4,11,31,4,10,28,1,3,3,5,4,11,2,9,11,non_trend,future_max_return_never_reached_half_trend_threshold,2503_2019-11-08
2533,オエノンホールディングス,東証一部,食料品,2019-10-21,438,120,411,1.0000000000,411.00000000,411.00000000,402.00000000,345.00000000,0.16521739130434782609,0.0223880597014925,0.0405063291139241,0E-20,0.88888888888888888889,0.05555555555555555556,0.05555555555555555556,1.9932536031892058,True,0.0275000000000000,0.0960000000000000,0.0539812796512373,0.0874454292895886,0.0441826215022091,0.0173620457604307,0.02177615571776155718,0.15701754385964912281,-0.05352798053527980535,-0.02433090024330900243,0.0048661800486618,0.0486618004866180,0.1532846715328467,-0.07055961070559610706,train,4,7,28,5,9,25,2,6,2,9,5,18,8,7,8,non_trend,future_max_return_never_reached_half_trend_threshold,2533_2019-10-21
2533,オエノンホールディングス,東証一部,食料品,2020-06-29,604,120,437,1.0000000000,437.00000000,437.00000000,416.00000000,316.00000000,0.31645569620253164557,0.0504807692307692,0.0504807692307692,0.0096153846153846,1.00000000000000000000,0E-20,0E-20,3.5199495347736950,True,0.1119592875318066,0.1119592875318066,0.0768851651059635,0.0984499371596146,0.0367910066428206,0.0390458364166630,0.02185354691075514874,0.09550000000000000000,-0.06407322654462242563,0.0846681922196796,-0.06636155606407322654,-0.13272311212814645309,0.0846681922196796,-0.09610983981693363844,train,5,10,26,5,9,26,2,3,3,10,8,23,5,12,12,non_trend,future_max_return_never_reached_half_trend_threshold,2533_2020-06-29
2540,養命酒製造,東証一部,食料品,2018-10-30,204,120,2583,1.0000000000,2583.00000000,2583.00000000,2526.00000000,2302.00000000,0.09730668983492615117,0.0225653206650831,0.0843828715365239,0.0033585222502099,1.00000000000000000000,0E-20,0E-20,2.5056947608200456,True,0.0620888157894737,0.0581728799672265,0.0922468655517263,0.0758988385735211,-0.03117638624306110326,-0.00539947110040116278,0.01744096012388695316,0.20111607142857142857,-0.07046070460704607046,-0.20557491289198606272,-0.19202477739063104917,-0.23073945025164537360,-0.06078203639179248935,-0.20712349980642663569,train,4,7,23,6,10,27,1,6,5,15,1,10,3,7,8,non_trend,early_drawdown_breached_failure_threshold,2540_2018-10-30
2551,マルサンアイ,名証二部,食料品,2020-02-04,444,120,4300,1.0000000000,4300.00000000,4300.00000000,3800.00000000,3495.00000000,0.08726752503576537911,0.1315789473684211,0.1668928086838535,0.1899592944369064,1.00000000000000000000,0E-20,0E-20,26.3829787234042553,False,0.1927877947295423,0.2215909090909091,0.1609854876814040,0.1885840646810863,0.0230647054761412,0.0089242139022520,0.01412790697674418605,0.19918032786885245902,-0.05348837209302325581,-0.16627906976744186047,-0.08023255813953488372,-0.07209302325581395349,-0.01860465116279069767,-0.23372093023255813953,train,3,5,16,3,9,24,0,4,0,2,2,4,2,7,9,non_trend,early_drawdown_breached_failure_threshold,2551_2020-02-04
2587,サントリー食品インターナショナル,東証一部,食料品,2018-12-21,241,120,4965,1.0000000000,4965.00000000,4965.00000000,4835.00000000,4290.00000000,0.12703962703962703963,0.0268872802481903,0.0519067796610169,0.0444915254237288,0.20588235294117647059,0.67647058823529411765,0.11764705882352941176,3.7363332245430809,True,0.0735135135135135,0.0290155440414508,0.0457034540859309,0.0786443623723658,0.0518387239698715,0.0152743314033637,0.02180261832829808661,0.19862385321100917431,-0.02215508559919436052,0.0392749244712991,-0.05740181268882175227,-0.06344410876132930514,0.0493454179254783,-0.05740181268882175227,train,6,10,33,5,11,31,4,4,3,8,6,13,9,10,12,non_trend,future_max_return_never_reached_half_trend_threshold,2587_2018-12-21
